Name,Pokedex Number,Types,Height,Weight,Abilities,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Moves
Pawniard,0624,"['Dark', 'Steel']",0.5 m (1′08″),10.2 kg (22.5 lbs),"['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,340,"{'Sucker Punch', 'Spite', 'Shadow Claw', 'Quick Guard', 'Thunder Wave', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Low Kick', 'Leer', 'X-Scissor', 'Metal Claw', 'Thief', 'Brick Break', 'Stone Edge', 'Rock Tomb', 'Air Slash', 'Facade', 'Sleep Talk', 'Foul Play', 'Aerial Ace', 'Scary Face', 'Snarl', 'Fling', 'Stealth Rock', 'Taunt', 'Tera Blast', 'Mean Look', 'Torment', 'False Swipe', 'Night Slash', 'Headbutt', 'Steel Beam', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Guillotine', 'Slash', 'Rain Dance', 'Grass Knot', 'Assurance', 'Sandstorm', 'Poison Jab', 'Retaliate', 'Low Sweep', 'Protect', 'Flash Cannon', 'Take Down', 'Scratch', 'Metal Sound', 'Fury Cutter', 'Swords Dance'}"
Bisharp,0625,"['Dark', 'Steel']",1.6 m (5′03″),70.0 kg (154.3 lbs),"['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,490,"{'Sucker Punch', 'Spite', 'Shadow Claw', 'Quick Guard', 'Thunder Wave', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Low Kick', 'Leer', 'X-Scissor', 'Metal Claw', 'Thief', 'Giga Impact', 'Brick Break', 'Hyper Beam', 'Stone Edge', 'Rock Tomb', 'Air Slash', 'Facade', 'Sleep Talk', 'Foul Play', 'Throat Chop', 'Aerial Ace', 'Reversal', 'Scary Face', 'Snarl', 'Fling', 'Stealth Rock', 'Taunt', 'Tera Blast', 'Mean Look', 'Torment', 'False Swipe', 'Night Slash', 'Headbutt', 'Focus Blast', 'Steel Beam', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Guillotine', 'Slash', 'Rain Dance', 'Grass Knot', 'Assurance', 'Sandstorm', 'Poison Jab', 'Retaliate', 'Low Sweep', 'Protect', 'Flash Cannon', 'Take Down', 'Scratch', 'Metal Sound', 'Fury Cutter', 'Metal Burst', 'Swords Dance'}"
Bouffalant,0626,['Normal'],1.6 m (5′03″),94.6 kg (208.6 lbs),"['Reckless', 'Sap Sipper', 'Soundproof']",95,110,95,40,95,55,490,set()
Rufflet,0627,"['Normal', 'Flying']",0.5 m (1′08″),10.5 kg (23.1 lbs),"['Keen Eye', 'Sheer Force', 'Hustle']",70,83,50,37,50,60,350,"{'Air Cutter', 'Dual Wingbeat', 'Brave Bird', 'Shadow Claw', 'Rock Smash', 'Rest', 'Leer', 'Heat Wave', 'Bulk Up', 'Sunny Day', 'Tailwind', 'Rock Tomb', 'Air Slash', 'Close Combat', 'Thrash', 'Rock Slide', 'Facade', 'Defog', 'Sleep Talk', 'Aerial Ace', 'Scary Face', 'Peck', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Helping Hand', 'Tera Blast', 'Whirlwind', 'Feather Dance', 'Zen Headbutt', 'Body Slam', 'Endure', 'Substitute', 'Crush Claw', 'Slash', 'Wing Attack', 'Acrobatics', 'Rain Dance', 'Fly', 'Hone Claws', 'Roost', 'Protect', 'Agility', 'Take Down'}"
Braviary,0628,"['Normal', 'Flying']",1.5 m (4′11″),41.0 kg (90.4 lbs),"['Keen Eye', 'Sheer Force', 'Defiant']",100,123,75,57,75,80,510,"{'Air Cutter', 'Dual Wingbeat', 'Brave Bird', 'Shadow Claw', 'Rock Smash', 'Rest', 'Iron Head', 'Leer', 'Metal Claw', 'Bulk Up', 'Heat Wave', 'Sunny Day', 'Giga Impact', 'Hyper Beam', 'Tailwind', 'Rock Tomb', 'Air Slash', 'Close Combat', 'Thrash', 'Rock Slide', 'Facade', 'Defog', 'Sleep Talk', 'Aerial Ace', 'Reversal', 'Scary Face', 'Peck', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Helping Hand', 'Tera Blast', 'Whirlwind', 'Feather Dance', 'Zen Headbutt', 'Body Slam', 'Sky Attack', 'Endure', 'Substitute', 'Crush Claw', 'Slash', 'Wing Attack', 'Acrobatics', 'Rain Dance', 'Fly', 'Hone Claws', 'Roost', 'Protect', 'Agility', 'Take Down', 'Superpower'}"
Vullaby,0629,"['Dark', 'Flying']",0.5 m (1′08″),9.0 kg (19.8 lbs),"['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,370,"{'Air Cutter', 'Dual Wingbeat', 'Spite', 'Brave Bird', 'Iron Defense', 'Rest', 'Knock Off', 'Gust', 'Leer', 'Heat Wave', 'Thief', 'Sunny Day', 'Tailwind', 'Rock Tomb', 'Air Slash', 'Flatter', 'Facade', 'Defog', 'Sleep Talk', 'Nasty Plot', 'Foul Play', 'Throat Chop', 'Scary Face', 'Attract', 'Snarl', 'Toxic', 'Swift', 'Double-Edge', 'U-turn', 'Taunt', 'Psych Up', 'Tera Blast', 'Mean Look', 'Whirlwind', 'Feather Dance', 'Fake Tears', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Rain Dance', 'Fly', 'Pluck', 'Roost', 'Protect', 'Shadow Ball', 'Take Down', 'Uproar'}"
Mandibuzz,0630,"['Dark', 'Flying']",1.2 m (3′11″),39.5 kg (87.1 lbs),"['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,510,"{'Air Cutter', 'Dual Wingbeat', 'Spite', 'Brave Bird', 'Iron Defense', 'Rest', 'Knock Off', 'Gust', 'Leer', 'Heat Wave', 'Thief', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Tailwind', 'Rock Tomb', 'Air Slash', 'Flatter', 'Facade', 'Defog', 'Sleep Talk', 'Nasty Plot', 'Foul Play', 'Throat Chop', 'Aerial Ace', 'Scary Face', 'Attract', 'Snarl', 'Toxic', 'Swift', 'Hurricane', 'Double-Edge', 'U-turn', 'Taunt', 'Psych Up', 'Tera Blast', 'Whirlwind', 'Feather Dance', 'Sky Attack', 'Fake Tears', 'Endure', 'Bone Rush', 'Dark Pulse', 'Substitute', 'Lash Out', 'Rain Dance', 'Acrobatics', 'Fly', 'Pluck', 'Sandstorm', 'Protect', 'Shadow Ball', 'Take Down', 'Uproar'}"
Heatmor,0631,['Fire'],1.4 m (4′07″),58.0 kg (127.9 lbs),"['Gluttony', 'Flash Fire', 'White Smoke']",85,97,66,105,66,65,484,set()
Durant,0632,"['Bug', 'Steel']",0.3 m (1′00″),33.0 kg (72.8 lbs),"['Swarm', 'Hustle', 'Truant']",58,109,112,48,48,109,484,"{'Sand Attack', 'Shadow Claw', 'Iron Defense', 'Dig', 'Rest', 'Iron Head', 'Crunch', 'X-Scissor', 'Entrainment', 'Metal Claw', 'Giga Impact', 'Stone Edge', 'Rock Tomb', 'Bug Bite', 'Struggle Bug', 'Bite', 'Rock Slide', 'Facade', 'Sleep Talk', 'Skitter Smack', 'Screech', 'Attract', 'Helping Hand', 'Beat Up', 'First Impression', 'Vise Grip', 'Flail', 'Thunder Fang', 'Substitute', 'Endure', 'Snore', 'Guillotine', 'Energy Ball', 'Sandstorm', 'Retaliate', 'Stomping Tantrum', 'Protect', 'Agility', 'Flash Cannon', 'Round', 'Infestation', 'Metal Sound', 'Fury Cutter', 'Superpower', 'Baton Pass', 'Metal Burst', 'Thunder Wave'}"
Deino,0633,"['Dark', 'Dragon']",0.8 m (2′07″),17.3 kg (38.1 lbs),['Hustle'],52,65,50,45,50,38,300,"{'Draco Meteor', 'Spite', 'Rest', 'Hyper Voice', 'Crunch', 'Double Hit', 'Thief', 'Sunny Day', 'Work Up', 'Slam', 'Roar', 'Bite', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Dragon Cheer', 'Nasty Plot', 'Dragon Tail', 'Head Smash', 'Scary Face', 'Snarl', 'Earth Power', 'Psych Up', 'Taunt', 'Focus Energy', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Headbutt', 'Thunder Fang', 'Endure', 'Substitute', 'Dark Pulse', 'Rain Dance', 'Assurance', 'Dragon Rush', 'Fire Fang', 'Dragon Pulse', 'Protect', 'Tackle', 'Take Down', 'Belch', 'Ice Fang', 'Outrage', 'Thunder Wave', 'Astonish'}"
Zweilous,0634,"['Dark', 'Dragon']",1.4 m (4′07″),50.0 kg (110.2 lbs),['Hustle'],72,85,70,65,70,58,420,"{'Draco Meteor', 'Spite', 'Rest', 'Hyper Voice', 'Crunch', 'Double Hit', 'Thief', 'Sunny Day', 'Work Up', 'Slam', 'Roar', 'Bite', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Dragon Cheer', 'Nasty Plot', 'Dragon Tail', 'Head Smash', 'Scary Face', 'Snarl', 'Earth Power', 'Helping Hand', 'Taunt', 'Psych Up', 'Focus Energy', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Headbutt', 'Thunder Fang', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Rain Dance', 'Assurance', 'Dragon Rush', 'Fire Fang', 'Dragon Pulse', 'Stomping Tantrum', 'Protect', 'Tackle', 'Take Down', 'Belch', 'Ice Fang', 'Outrage', 'Thunder Wave', 'Astonish'}"
Hydreigon,0635,"['Dark', 'Dragon']",1.8 m (5′11″),160.0 kg (352.7 lbs),['Levitate'],92,105,90,125,90,98,600,"{'Dual Wingbeat', 'Draco Meteor', 'Scale Shot', 'Spite', 'Hydro Pump', 'Tri Attack', 'Rest', 'Hyper Voice', 'Dragon Dance', 'Crunch', 'Double Hit', 'Heat Wave', 'Thief', 'Giga Impact', 'Sunny Day', 'Hyper Beam', 'Reflect', 'Rock Tomb', 'Tailwind', 'Stone Edge', 'Work Up', 'Slam', 'Roar', 'Bite', 'Rock Slide', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Earthquake', 'Nasty Plot', 'Dragon Cheer', 'Throat Chop', 'Dragon Tail', 'Head Smash', 'Fire Blast', 'Scary Face', 'Snarl', 'Earth Power', 'Stealth Rock', 'U-turn', 'Taunt', 'Helping Hand', 'Focus Energy', 'Tera Blast', 'Psych Up', 'Breaking Swipe', 'Bulldoze', 'Zen Headbutt', 'Body Slam', 'Headbutt', 'Thunder Fang', 'Focus Blast', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Surf', 'Rain Dance', 'Acrobatics', 'Assurance', 'Dragon Rush', 'Fire Fang', 'Fly', 'Dragon Pulse', 'Stomping Tantrum', 'Fire Spin', 'Protect', 'Flash Cannon', 'Flamethrower', 'Tackle', 'Take Down', 'Belch', 'Ice Fang', 'Outrage', 'Thunder Wave', 'Astonish'}"
Larvesta,0636,"['Bug', 'Fire']",1.1 m (3′07″),28.8 kg (63.5 lbs),"['Flame Body', 'Swarm']",55,85,55,50,55,60,360,"{'Flame Charge', 'Calm Mind', 'Giga Drain', 'Rest', 'Heat Wave', 'Will-O-Wisp', 'Sunny Day', 'Absorb', 'Overheat', 'Bug Bite', 'Thrash', 'Struggle Bug', 'Pounce', 'Solar Beam', 'Morning Sun', 'Facade', 'Amnesia', 'Sleep Talk', 'Skitter Smack', 'Flame Wheel', 'Screech', 'Fire Blast', 'Psychic', 'Double-Edge', 'U-turn', 'Tera Blast', 'String Shot', 'Leech Life', 'Harden', 'Zen Headbutt', 'Bug Buzz', 'Body Slam', 'Lunge', 'Endure', 'Substitute', 'Acrobatics', 'Light Screen', 'Fire Spin', 'Protect', 'Flamethrower', 'Flare Blitz', 'Take Down', 'Ember', 'Trailblaze', 'Wild Charge'}"
Volcarona,0637,"['Bug', 'Fire']",1.6 m (5′03″),46.0 kg (101.4 lbs),"['Flame Body', 'Swarm']",85,60,65,135,105,100,550,"{'Air Cutter', 'Dual Wingbeat', 'Flame Charge', 'Calm Mind', 'Giga Drain', 'Rest', 'Gust', 'Heat Wave', 'Giga Impact', 'Will-O-Wisp', 'Rage Powder', 'Sunny Day', 'Hyper Beam', 'Tailwind', 'Absorb', 'Air Slash', 'Overheat', 'Bug Bite', 'Thrash', 'Struggle Bug', 'Pounce', 'Solar Beam', 'Morning Sun', 'Facade', 'Amnesia', 'Sleep Talk', 'Skitter Smack', 'Flame Wheel', 'Screech', 'Fire Blast', 'Fiery Dance', 'Hurricane', 'Psychic', 'Double-Edge', 'U-turn', 'Tera Blast', 'String Shot', 'Whirlwind', 'Leech Life', 'Quiver Dance', 'Harden', 'Zen Headbutt', 'Bug Buzz', 'Body Slam', 'Lunge', 'Endure', 'Substitute', 'Poison Jab', 'Rain Dance', 'Acrobatics', 'Fly', 'Light Screen', 'Fire Spin', 'Protect', 'Flamethrower', 'Flare Blitz', 'Take Down', 'Ember', 'Trailblaze', 'Wild Charge'}"
Cobalion,0638,"['Steel', 'Fighting']",2.1 m (6′11″),250.0 kg (551.2 lbs),['Justified'],91,90,129,90,72,108,580,"{'Quick Attack', 'Calm Mind', 'Smart Strike', 'Quick Guard', 'Thunder Wave', 'Iron Defense', 'Rest', 'Coaching', 'Iron Head', 'Aura Sphere', 'Leer', 'X-Scissor', 'Metal Claw', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Reflect', 'Stone Edge', 'Hyper Beam', 'Work Up', 'Close Combat', 'Air Slash', 'Heavy Slam', 'Roar', 'Facade', 'Sleep Talk', 'Volt Switch', 'Upper Hand', 'Aerial Ace', 'Reversal', 'Sacred Sword', 'Scary Face', 'Swift', 'Double Kick', 'Stealth Rock', 'Helping Hand', 'Taunt', 'Psych Up', 'Tera Blast', 'Double-Edge', 'False Swipe', 'Zen Headbutt', 'Body Slam', 'Steel Beam', 'Focus Blast', 'Endure', 'Substitute', 'Poison Jab', 'Rain Dance', 'Sandstorm', 'Retaliate', 'Protect', 'Flash Cannon', 'Vacuum Wave', 'Take Down', 'Metal Sound', 'Body Press', 'Metal Burst', 'Swords Dance'}"
Terrakion,0639,"['Rock', 'Fighting']",1.9 m (6′03″),260.0 kg (573.2 lbs),['Justified'],91,129,90,72,90,108,580,"{'Quick Attack', 'Calm Mind', 'High Horsepower', 'Smart Strike', 'Quick Guard', 'Rest', 'Coaching', 'Iron Head', 'Aura Sphere', 'Leer', 'X-Scissor', 'Giga Impact', 'Brick Break', 'Reflect', 'Stone Edge', 'Rock Tomb', 'Hyper Beam', 'Work Up', 'Close Combat', 'Air Slash', 'Roar', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Upper Hand', 'Aerial Ace', 'Reversal', 'Sacred Sword', 'Scary Face', 'Smack Down', 'Earth Power', 'Swift', 'Double Kick', 'Stealth Rock', 'Helping Hand', 'Taunt', 'Psych Up', 'Tera Blast', 'Double-Edge', 'Bulldoze', 'Rock Blast', 'False Swipe', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Poison Jab', 'Sandstorm', 'Retaliate', 'Stomping Tantrum', 'Protect', 'Take Down', 'Swords Dance'}"
Virizion,0640,"['Grass', 'Fighting']",2.0 m (6′07″),200.0 kg (440.9 lbs),['Justified'],91,90,72,90,129,108,580,"{'Quick Attack', 'Calm Mind', 'Giga Drain', 'Smart Strike', 'Seed Bomb', 'Quick Guard', 'Rest', 'Coaching', 'Aura Sphere', 'Leer', 'X-Scissor', 'Leaf Storm', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Reflect', 'Stone Edge', 'Hyper Beam', 'Work Up', 'Close Combat', 'Air Slash', 'Solar Beam', 'Roar', 'Facade', 'Sleep Talk', 'Solar Blade', 'Upper Hand', 'Leaf Blade', 'Aerial Ace', 'Reversal', 'Sacred Sword', 'Scary Face', 'Swift', 'Double Kick', 'Double-Edge', 'Helping Hand', 'Taunt', 'Psych Up', 'Tera Blast', 'False Swipe', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Bullet Seed', 'Grass Knot', 'Energy Ball', 'Grassy Glide', 'Magical Leaf', 'Light Screen', 'Retaliate', 'Protect', 'Vacuum Wave', 'Take Down', 'Synthesis', 'Trailblaze', 'Swords Dance'}"
Tornadus,0641,['Flying'],1.5 m (4′11″),63.0 kg (138.9 lbs),"['Prankster', 'Defiant']",79,115,70,125,80,111,580,"{'Air Cutter', 'Rest', 'Crunch', 'Knock Off', 'Gust', 'Leer', 'Hammer Arm', 'Thief', 'Bulk Up', 'Sunny Day', 'Brick Break', 'Heat Wave', 'Tailwind', 'Giga Impact', 'Hyper Beam', 'Air Slash', 'Thrash', 'Bite', 'Facade', 'Sleep Talk', 'Foul Play', 'Nasty Plot', 'Bleakwind Storm', 'Reversal', 'Sludge Wave', 'Scary Face', 'Fling', 'Smack Down', 'Hurricane', 'Psychic', 'Swagger', 'Astonish', 'Icy Wind', 'U-turn', 'Taunt', 'Tera Blast', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Fly', 'Chilling Water', 'Sandstorm', 'Sludge Bomb', 'Protect', 'Agility', 'Weather Ball', 'Take Down', 'Snowscape', 'Extrasensory', 'Metronome', 'Uproar'}"
Thundurus,0642,"['Electric', 'Flying']",1.5 m (4′11″),61.0 kg (134.5 lbs),"['Prankster', 'Defiant']",79,115,70,125,80,111,580,"{'Supercell Slam', 'Smart Strike', 'Charge Beam', 'Rest', 'Crunch', 'Knock Off', 'Electro Ball', 'Leer', 'Hammer Arm', 'Thief', 'Bulk Up', 'Shock Wave', 'Sunny Day', 'Brick Break', 'Thunder Punch', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Thrash', 'Bite', 'Facade', 'Sleep Talk', 'Discharge', 'Thunder Shock', 'Volt Switch', 'Foul Play', 'Thunderbolt', 'Nasty Plot', 'Sludge Wave', 'Scary Face', 'Snarl', 'Fling', 'Smack Down', 'Psychic', 'Swagger', 'Astonish', 'U-turn', 'Taunt', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Eerie Impulse', 'Focus Blast', 'Endure', 'Substitute', 'Dark Pulse', 'Lash Out', 'Electroweb', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Fly', 'Sludge Bomb', 'Protect', 'Agility', 'Flash Cannon', 'Thunder', 'Weather Ball', 'Take Down', 'Wildbolt Storm', 'Electric Terrain', 'Charge', 'Thunder Wave', 'Uproar'}"
Reshiram,0643,"['Dragon', 'Fire']",3.2 m (10′06″),330.0 kg (727.5 lbs),['Turboblaze'],100,120,100,150,120,90,680,"{'Dual Wingbeat', 'Draco Meteor', 'Scale Shot', 'Flame Charge', 'Shadow Claw', 'Imprison', 'Rest', 'Hyper Voice', 'Dragon Dance', 'Crunch', 'Heat Wave', 'Giga Impact', 'Will-O-Wisp', 'Sunny Day', 'Reflect', 'Tailwind', 'Rock Tomb', 'Stone Edge', 'Hyper Beam', 'Overheat', 'Ancient Power', 'Solar Beam', 'Roar', 'Rock Slide', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Dragon Cheer', 'Dragon Tail', 'Body Press', 'Fire Blast', 'Scary Face', 'Fling', 'Earth Power', 'Noble Roar', 'Swift', 'Psychic', 'Double-Edge', 'Helping Hand', 'Heat Crash', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Blue Flare', 'Fusion Flare', 'Slash', 'Rain Dance', 'Fly', 'Fire Fang', 'Light Screen', 'Dragon Pulse', 'Dragon Claw', 'Flamethrower', 'Protect', 'Fire Spin', 'Shadow Ball', 'Flare Blitz', 'Weather Ball', 'Take Down', 'Scorching Sands', 'Outrage', 'Extrasensory', 'Breaking Swipe'}"
Zekrom,0644,"['Dragon', 'Electric']",2.9 m (9′06″),345.0 kg (760.6 lbs),['Teravolt'],100,150,120,120,100,90,680,"{'Dual Wingbeat', 'Draco Meteor', 'Scale Shot', 'Supercell Slam', 'Charge Beam', 'Shadow Claw', 'Imprison', 'Rest', 'Hyper Voice', 'Dragon Dance', 'Crunch', 'Electro Ball', 'Thunder Punch', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Reflect', 'Tailwind', 'Rock Tomb', 'Stone Edge', 'Fusion Bolt', 'Hyper Beam', 'Ancient Power', 'Roar', 'Rock Slide', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Dragon Cheer', 'Thunderbolt', 'Volt Switch', 'Dragon Tail', 'Body Press', 'Scary Face', 'Fling', 'Earth Power', 'Noble Roar', 'Swift', 'Stealth Rock', 'Psychic', 'Helping Hand', 'Double-Edge', 'Breaking Swipe', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Thunder Fang', 'Focus Punch', 'Focus Blast', 'Endure', 'Substitute', 'Bolt Strike', 'Slash', 'Rain Dance', 'Fly', 'Light Screen', 'Dragon Pulse', 'Dragon Claw', 'Protect', 'Flash Cannon', 'Shadow Ball', 'Thunder', 'Weather Ball', 'Take Down', 'Haze', 'Outrage', 'Electric Terrain', 'Charge', 'Thunder Wave', 'Wild Charge'}"
Landorus,0645,"['Ground', 'Flying']",1.5 m (4′11″),68.0 kg (149.9 lbs),"['Sand Force', 'Sheer Force']",89,125,90,115,80,101,600,"{'Calm Mind', 'Imprison', 'Dig', 'Rest', 'Crunch', 'Leer', 'Hammer Arm', 'Bulk Up', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Hyper Beam', 'Stone Edge', 'Rock Tomb', 'Fissure', 'Rock Slide', 'Facade', 'Sleep Talk', 'Earthquake', 'Nasty Plot', 'Sludge Wave', 'Scary Face', 'Earth Power', 'Smack Down', 'Fling', 'Psychic', 'Stealth Rock', 'U-turn', 'Taunt', 'Tera Blast', 'Bulldoze', 'Mud Shot', 'Body Slam', 'Sandsear Storm', 'Focus Blast', 'Endure', 'Substitute', 'Grass Knot', 'Rain Dance', 'Fly', 'Gravity', 'Sandstorm', 'Sludge Bomb', 'Stomping Tantrum', 'Protect', 'Weather Ball', 'Take Down', 'Sand Tomb', 'Scorching Sands', 'Mud-Slap', 'Outrage', 'Extrasensory', 'Block', 'Swords Dance'}"
Kyurem,0646,"['Dragon', 'Ice']",3.0 m (9′10″),325.0 kg (716.5 lbs),['Pressure'],125,130,90,130,90,95,660,"{'Dual Wingbeat', 'Draco Meteor', 'Scale Shot', 'Glaciate', 'Shadow Claw', 'Imprison', 'Avalanche', 'Hyper Voice', 'Freeze-Dry', 'Rest', 'Iron Head', 'Dragon Dance', 'Giga Impact', 'Sunny Day', 'Endeavor', 'Reflect', 'Rock Tomb', 'Stone Edge', 'Hyper Beam', 'Ancient Power', 'Roar', 'Rock Slide', 'Ice Beam', 'Dragon Breath', 'Facade', 'Sleep Talk', 'Dragon Cheer', 'Blizzard', 'Aerial Ace', 'Dragon Tail', 'Body Press', 'Icicle Spear', 'Scary Face', 'Fling', 'Sheer Cold', 'Noble Roar', 'Swift', 'Psychic', 'Earth Power', 'Icy Wind', 'Helping Hand', 'Tera Blast', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Endure', 'Substitute', 'Slash', 'Rain Dance', 'Fly', 'Light Screen', 'Dragon Pulse', 'Dragon Claw', 'Protect', 'Flash Cannon', 'Shadow Ball', 'Weather Ball', 'Take Down', 'Ice Fang', 'Outrage', 'Snowscape', 'Breaking Swipe'}"
Keldeo,0647,"['Water', 'Fighting']",1.4 m (4′07″),48.5 kg (106.9 lbs),['Justified'],91,72,90,129,90,108,580,"{'Calm Mind', 'Smart Strike', 'Hydro Pump', 'Flip Turn', 'Water Pulse', 'Quick Guard', 'Rest', 'Coaching', 'Pain Split', 'Low Kick', 'Aura Sphere', 'Leer', 'X-Scissor', 'Giga Impact', 'Sunny Day', 'Brick Break', 'Reflect', 'Stone Edge', 'Hyper Beam', 'Work Up', 'Close Combat', 'Air Slash', 'Roar', 'Facade', 'Sleep Talk', 'Liquidation', 'Upper Hand', 'Aerial Ace', 'Reversal', 'Sacred Sword', 'Bubble Beam', 'Secret Sword', 'Muddy Water', 'Swift', 'Double Kick', 'Double-Edge', 'Helping Hand', 'Icy Wind', 'Taunt', 'Tera Blast', 'Psych Up', 'False Swipe', 'Focus Blast', 'Endure', 'Substitute', 'Surf', 'Poison Jab', 'Rain Dance', 'Chilling Water', 'Retaliate', 'Aqua Tail', 'Protect', 'Vacuum Wave', 'Take Down', 'Baton Pass', 'Trailblaze', 'Swords Dance', 'Aqua Jet'}"
Meloetta,0648,"['Normal', 'Psychic']",0.6 m (2′00″),6.5 kg (14.3 lbs),['Serene Grace'],100,77,77,128,128,90,600,"{'Quick Attack', 'Calm Mind', 'Shadow Claw', 'Rest', 'Hyper Voice', 'Coaching', 'Knock Off', 'Low Kick', 'Fire Punch', 'Thunder Punch', 'Disarming Voice', 'Sunny Day', 'Brick Break', 'Giga Impact', 'Stone Edge', 'Hyper Beam', 'Triple Axel', 'Close Combat', 'Facade', 'Sleep Talk', 'Drain Punch', 'Echoed Voice', 'Skill Swap', 'Thunderbolt', 'Reversal', 'Psyshock', 'Fling', 'Swift', 'Psychic', 'Dazzling Gleam', 'Role Play', 'U-turn', 'Ice Punch', 'Confusion', 'Helping Hand', 'Tera Blast', 'Psych Up', 'Swords Dance', 'Zen Headbutt', 'Sing', 'Perish Song', 'Focus Punch', 'Focus Blast', 'Fake Tears', 'Trick Room', 'Endure', 'Substitute', 'Alluring Voice', 'Grass Knot', 'Rain Dance', 'Acrobatics', 'Trick', 'Energy Ball', 'Gravity', 'Light Screen', 'Low Sweep', 'Protect', 'Teeter Dance', 'Shadow Ball', 'Round', 'Psybeam', 'Thunder', 'Charm', 'Relic Song', 'Baton Pass', 'Play Rough', 'Metronome', 'Thunder Wave'}"
Genesect,0649,"['Bug', 'Steel']",1.5 m (4′11″),82.5 kg (181.9 lbs),['Download'],71,120,95,120,95,99,600,"{'Quick Attack', 'Flame Charge', 'Techno Blast', 'Giga Drain', 'Shadow Claw', 'Tri Attack', 'Iron Defense', 'Rest', 'Iron Head', 'X-Scissor', 'Metal Claw', 'Giga Impact', 'Hyper Beam', 'Reflect', 'Self-Destruct', 'Solar Beam', 'Zap Cannon', 'Ice Beam', 'Facade', 'Sleep Talk', 'Blizzard', 'Thunderbolt', 'Screech', 'Swift', 'Psychic', 'Blaze Kick', 'U-turn', 'Leech Life', 'Zen Headbutt', 'Bug Buzz', 'Lock-On', 'Ally Switch', 'Fell Stinger', 'Electroweb', 'Substitute', 'Snore', 'Endure', 'Dark Pulse', 'Energy Ball', 'Fly', 'Gunk Shot', 'Assurance', 'Magnet Rise', 'Light Screen', 'Flamethrower', 'Protect', 'Flash Cannon', 'Round', 'Simple Beam', 'Thunder', 'Metal Sound', 'Fury Cutter', 'Thunder Wave'}"
